Date;MaxT;MinT;WindSpeed;Humidity ;Precipitation
16/02/2013 00:00;29,09;23,37;3,02;76,48;0
17/02/2013 00:00;30,28;23,11;2,74;72,43;12,54
18/02/2013 00:00;30,76;23,13;2,21;65,71;0
19/02/2013 00:00;31,12;22,11;2,18;58,99;0
20/02/2013 00:00;31,01;23,27;2,64;64,68;0
21/02/2013 00:00;31,14;22,86;2,43;68,6;0
22/02/2013 00:00;31,42;23,21;2,58;66,11;0
23/02/2013 00:00;32,18;22,69;2,52;64,28;0
24/02/2013 00:00;32,6;22,1;2,25;63,28;0
25/02/2013 00:00;32,97;21,38;2,11;55,46;0
26/02/2013 00:00;33,4;21,82;2,17;47,02;0
27/02/2013 00:00;33,05;21,98;2;46,86;0
28/02/2013 00:00;34,16;21,44;2,71;51,75;0
01/03/2013 00:00;34,75;22,41;2,51;53,34;0
02/03/2013 00:00;33,88;21,01;2,71;46,38;0
03/03/2013 00:00;33,19;21,39;2,97;51,43;0
04/03/2013 00:00;32,91;20,75;2,57;48,59;0
05/03/2013 00:00;31,89;21,48;2,74;58,98;4,12
06/03/2013 00:00;32,99;21,6;2,75;64,25;0
07/03/2013 00:00;33,02;23,82;2,58;55,35;0
08/03/2013 00:00;33,25;23,44;2,48;50,3;0
09/03/2013 00:00;34,26;23,57;2,22;54,85;0
10/03/2013 00:00;34,42;23,23;2,48;60,93;0
11/03/2013 00:00;33,73;24,01;2,53;52,95;0
12/03/2013 00:00;34,25;23,74;2,41;48,51;0
13/03/2013 00:00;34,63;23,95;2,72;53,01;0
14/03/2013 00:00;33,51;24,1;3,03;49,81;0
15/03/2013 00:00;33,86;24,1;3,01;65,09;0
16/03/2013 00:00;35,28;22,91;2,94;50,88;0
17/03/2013 00:00;34,53;22,13;2,68;56,88;0
18/03/2013 00:00;33,52;23,75;2,35;49,47;0
19/03/2013 00:00;33,24;24,07;2,53;61,59;0
20/03/2013 00:00;34,25;24,46;2,62;58,21;0
21/03/2013 00:00;35,18;24,51;2,29;48,19;0
22/03/2013 00:00;35,47;24,78;2,43;49,71;0
23/03/2013 00:00;34,58;25,14;3,17;53,19;0
24/03/2013 00:00;33,79;24,82;2,65;57,86;0
25/03/2013 00:00;35,26;24,58;2,16;52,58;0
26/03/2013 00:00;35,84;24,76;2,4;46,47;0
27/03/2013 00:00;35,35;26,1;2,87;46,31;0
28/03/2013 00:00;35,11;25,61;3,05;55,09;0
29/03/2013 00:00;35,55;25,19;2,89;43,83;0
30/03/2013 00:00;35,08;24,98;2,46;58,86;0
31/03/2013 00:00;35,34;26,16;2,9;62,57;0
01/04/2013 00:00;35,27;26,45;2,93;60,24;0
02/04/2013 00:00;34,88;25,87;3,55;65,73;0
03/04/2013 00:00;35,06;25,43;2,26;64,37;0
04/04/2013 00:00;35,95;25,03;2,37;57,35;0
05/04/2013 00:00;36,66;26,56;2,63;43,99;0
06/04/2013 00:00;36,84;26,35;2,29;46,31;0
07/04/2013 00:00;36,18;26,26;2,6;40,59;0
08/04/2013 00:00;35,44;26,92;2,66;55,3;0
09/04/2013 00:00;35,34;26,9;2,77;55,53;0
10/04/2013 00:00;35,54;26,54;2,89;50,32;0
11/04/2013 00:00;35,4;26,16;2,58;54,16;0
12/04/2013 00:00;35,54;26,33;2,73;43,92;0
13/04/2013 00:00;35,45;26,09;2,97;47,52;0
14/04/2013 00:00;35,24;26,4;3,33;59,84;0
15/04/2013 00:00;37,18;26,77;2,76;51,11;0
16/04/2013 00:00;37,83;28,63;2,95;48,44;2,46
17/04/2013 00:00;39,65;28,32;3,57;45,21;0
18/04/2013 00:00;38,64;28,63;3,42;43,93;0
19/04/2013 00:00;37,13;27,47;3,54;47,98;0
20/04/2013 00:00;33,49;24,28;3,35;53,29;3,15
21/04/2013 00:00;31,92;25,12;2,81;60,5;2,01
22/04/2013 00:00;32,93;25,37;3,2;64,36;2,01
23/04/2013 00:00;33,96;25,42;2,55;69,86;0
24/04/2013 00:00;34,87;26,89;2,32;71,23;1,67
25/04/2013 00:00;35,39;27,16;2,38;65,31;0
26/04/2013 00:00;35,44;27,43;2,2;64,77;0
27/04/2013 00:00;36,05;27;1,99;57,8;0
28/04/2013 00:00;37,11;28,22;2,36;46,05;0
29/04/2013 00:00;37,38;27,73;2,36;42,73;0
30/04/2013 00:00;36,69;28,75;2,57;48,13;0
01/05/2013 00:00;37,39;28,29;2,83;48,41;0
02/05/2013 00:00;38,23;28,64;2,72;51,92;0
03/05/2013 00:00;37,89;29,3;3,38;38,11;0
04/05/2013 00:00;36,87;29,76;2,66;44,26;0
05/05/2013 00:00;36,61;29,63;3,09;56,07;0
06/05/2013 00:00;36,68;28,87;2,86;57,53;0
07/05/2013 00:00;37,73;28,69;2,67;58,03;0
08/05/2013 00:00;38,65;29,01;2,84;53,01;0
09/05/2013 00:00;39,21;29,89;3,34;44,52;0
10/05/2013 00:00;39,53;30,51;3,08;48,04;0
11/05/2013 00:00;39,67;30,16;3,19;50,84;0
12/05/2013 00:00;37,25;27,17;3,44;43,5;3,26
13/05/2013 00:00;36,98;27,24;2,58;49,72;0
14/05/2013 00:00;36,64;27,14;2,71;47,44;11,2
15/05/2013 00:00;36,55;27,43;2,38;53,58;7,95
16/05/2013 00:00;39,83;29,47;3,83;41,67;0
17/05/2013 00:00;38,82;30,14;3,48;42,32;0
18/05/2013 00:00;38,07;29,93;2,97;44,32;0
19/05/2013 00:00;38,9;29,97;3,42;47,26;0
20/05/2013 00:00;38,66;30,12;3,31;42,92;0
21/05/2013 00:00;40,17;30,39;4,27;42,36;0
22/05/2013 00:00;40,83;30,73;4,05;37,82;0
23/05/2013 00:00;43,44;30,95;3,89;30,52;0
24/05/2013 00:00;46,05;30,49;4,5;31,03;0
25/05/2013 00:00;43,83;30,7;4,67;35,16;0
26/05/2013 00:00;43,9;30,92;4,57;39,61;0
27/05/2013 00:00;34,39;29,15;4,26;52,2;0
28/05/2013 00:00;37,07;28,61;4,3;50,75;0
29/05/2013 00:00;39,43;29,69;4,58;53,09;0
30/05/2013 00:00;35,64;28,77;3,7;57,55;13,31
31/05/2013 00:00;37,48;28,26;3,72;51,86;0
01/06/2013 00:00;36,01;28,74;3,74;58,3;5,4
02/06/2013 00:00;36,46;28,78;3,41;66,26;0
03/06/2013 00:00;37,09;28,81;2,98;57,69;0
04/06/2013 00:00;37,03;28,8;3,48;60,87;7,18
05/06/2013 00:00;36,12;28,87;3,38;62,51;0
06/06/2013 00:00;37,13;28;3,5;70;0
07/06/2013 00:00;36,01;26,48;2,61;71,89;30,45
08/06/2013 00:00;33,91;25,65;3,67;63,47;12,18
09/06/2013 00:00;35,73;28,32;5,08;62;12,18
10/06/2013 00:00;36,53;28,1;4,35;69,34;0
11/06/2013 00:00;36,47;26,58;4,56;69,71;13,49
12/06/2013 00:00;30,07;26,17;4,51;72,81;26,98
13/06/2013 00:00;31;26,4;5,31;79,17;21,89
14/06/2013 00:00;31,01;25,94;6,35;72,43;3,37
15/06/2013 00:00;34,25;26,56;5,89;71,82;0
16/06/2013 00:00;35,52;27,86;5,03;64,43;0
17/06/2013 00:00;37,59;28,37;4,73;60,02;0
18/06/2013 00:00;37,84;29,04;5,46;57,78;0
19/06/2013 00:00;37,78;27,13;4,41;67,85;0
20/06/2013 00:00;37,86;27,83;4,55;65,88;9,26
21/06/2013 00:00;34,94;27,01;4,92;61,42;17,14
22/06/2013 00:00;32,35;26,86;4,83;67,81;2,86
23/06/2013 00:00;32,19;27,54;4,89;74,74;11,43
24/06/2013 00:00;29,11;26,29;5,4;89,85;12,81
25/06/2013 00:00;32,53;25,53;5,81;81,49;0
26/06/2013 00:00;34,19;26,44;4,34;78,74;0
27/06/2013 00:00;35,65;26,54;4,84;71,48;3,49
28/06/2013 00:00;36,98;28;5,09;68,86;0
29/06/2013 00:00;36,39;28,85;4,77;72,53;10,48
30/06/2013 00:00;34,84;28,32;5;70,14;3,49
01/07/2013 00:00;36,65;29,18;5,23;66,04;6,83
02/07/2013 00:00;36,99;28,86;5,14;67,46;11,83
03/07/2013 00:00;35,31;28,04;5,34;77,5;13,42
04/07/2013 00:00;34,39;26,6;4,83;70,15;6,83
05/07/2013 00:00;32,13;25,78;3,53;73,17;8,42
06/07/2013 00:00;34,43;26,58;3,76;74,13;14,38
07/07/2013 00:00;32,36;25,69;3,94;75,92;10,66
08/07/2013 00:00;33,41;26,4;4,41;77,39;14,38
09/07/2013 00:00;33,41;26,47;5,02;76,85;7,19
10/07/2013 00:00;29,26;25,58;5,03;77,76;50,32
11/07/2013 00:00;26,03;24,62;4,62;85;30,33
12/07/2013 00:00;29,05;24,99;4,88;85,12;0
13/07/2013 00:00;32,7;25,78;4,46;79,75;5,54
14/07/2013 00:00;31,69;26,38;4,7;77,69;11,08
15/07/2013 00:00;32,75;25,99;5,1;78,31;5,54
16/07/2013 00:00;27,74;24,69;5,02;81,28;0
17/07/2013 00:00;29,3;24,47;5,49;83,3;0
18/07/2013 00:00;28,78;25,1;5,22;82,44;0
19/07/2013 00:00;29,43;24,58;5,35;95,12;0
20/07/2013 00:00;30,67;25,69;5,09;80,24;0
21/07/2013 00:00;31,41;26,11;5,06;76,33;8,22
22/07/2013 00:00;29,48;25,1;5,21;85,61;29,02
23/07/2013 00:00;29,45;25,38;5,57;84,4;0
24/07/2013 00:00;31,63;26,24;5,28;78,19;0
25/07/2013 00:00;31,48;26,74;5,29;79,71;0
26/07/2013 00:00;32,83;27,11;5,38;77,46;10,87
27/07/2013 00:00;33,92;26,91;4,64;77,95;3,89
28/07/2013 00:00;33,87;27,14;4,7;79,58;4,46
29/07/2013 00:00;34,29;28,15;5,36;74,51;3,89
30/07/2013 00:00;32,47;28,24;5,83;70,65;13,39
31/07/2013 00:00;29,37;26,5;6,6;81,75;17,86
01/08/2013 00:00;31,61;26,41;5,35;74,52;0
02/08/2013 00:00;33,13;26,01;5,6;76,75;0
03/08/2013 00:00;35,05;27,14;4,07;72,73;0
04/08/2013 00:00;33,88;28,21;4,17;77,79;7
05/08/2013 00:00;28,69;25,78;4,24;82,3;31,08
06/08/2013 00:00;30,58;25,09;4,38;80,39;0
07/08/2013 00:00;33,66;26,1;3,54;74,7;0
08/08/2013 00:00;34,19;27,59;4,03;75,34;9,78
09/08/2013 00:00;35,14;27,87;4,25;75,88;0
10/08/2013 00:00;35,24;27,54;4,02;81,61;0
11/08/2013 00:00;34,19;27,44;3,2;77,68;12,95
12/08/2013 00:00;33,25;25,78;3,21;84,51;10,62
13/08/2013 00:00;33,22;25,88;3,77;79,23;0
14/08/2013 00:00;33,02;25,92;3,73;86,49;6,31
15/08/2013 00:00;31,35;25,91;4,17;86,98;4,32
16/08/2013 00:00;30,1;25,22;4,11;85,69;26,81
17/08/2013 00:00;31,81;25,71;3,95;81,78;20,91
18/08/2013 00:00;30,31;25,96;4,21;80,87;4,84
19/08/2013 00:00;31,69;25,55;4,62;79,97;0
20/08/2013 00:00;33,03;26,77;4,51;81,67;0
21/08/2013 00:00;32,41;26,83;5,17;78,88;0
22/08/2013 00:00;33,25;26,56;5,27;77,76;0
23/08/2013 00:00;33,87;27,7;4,66;76,24;0
24/08/2013 00:00;35,55;27,47;3,89;75,55;0
25/08/2013 00:00;35,29;27,63;3,9;74,03;11,39
26/08/2013 00:00;33,78;26,69;4,36;74,94;0
27/08/2013 00:00;30,89;27,04;4,06;77,44;0
28/08/2013 00:00;32,42;25,36;3,24;81,19;25,7
29/08/2013 00:00;31,87;25,92;3,15;78,69;6,95
30/08/2013 00:00;35,23;26,42;2,5;76,6;0
31/08/2013 00:00;34,72;27,35;2,56;77;0
01/09/2013 00:00;35,47;26,79;2,35;74,27;3,77
02/09/2013 00:00;35,49;27,92;2,67;75,33;7,66
03/09/2013 00:00;32,31;26,91;2,95;75,56;15,32
04/09/2013 00:00;34,96;25,78;3,42;78,97;0
05/09/2013 00:00;35,4;26,68;3,43;74,71;0
06/09/2013 00:00;35,71;27,03;3,21;73,29;5,34
07/09/2013 00:00;33,18;26,41;2,91;74,01;10,98
08/09/2013 00:00;32,25;25,84;2,59;82,88;3,66
09/09/2013 00:00;32,44;26,25;2,07;81,01;0
10/09/2013 00:00;32,7;25,93;1,94;86,11;0
11/09/2013 00:00;32,39;26,7;2,51;86,74;0
12/09/2013 00:00;32,51;26,76;2,3;82,72;0
13/09/2013 00:00;33,43;26,71;2;82,36;0
14/09/2013 00:00;33,51;26,61;1,55;82,9;9,28
15/09/2013 00:00;33,17;26,75;2,16;80,16;12,63
16/09/2013 00:00;33,1;25,68;2,01;77,26;4,35
17/09/2013 00:00;31,98;26,34;2,54;82,25;5,31
18/09/2013 00:00;32,46;26,34;3,06;79,36;4,35
19/09/2013 00:00;32,97;26,97;2,71;82,4;6,52
20/09/2013 00:00;30,87;25,74;3,92;80,71;8,69
21/09/2013 00:00;30,92;25,26;4,75;74,78;7,96
22/09/2013 00:00;31,69;26,03;4,41;76,58;18,65
23/09/2013 00:00;34,05;26,23;3,87;73,09;0
24/09/2013 00:00;34,59;26,24;2,98;71,65;0
25/09/2013 00:00;34,17;26,64;2,98;75,15;0
26/09/2013 00:00;34,98;27,3;2,75;74,91;0
27/09/2013 00:00;34,87;27,4;3,2;73,63;7,73
28/09/2013 00:00;34,82;24,88;3,53;78,55;7,73
29/09/2013 00:00;32,87;25,46;4,21;72,23;15,46
30/09/2013 00:00;31,63;25,35;3,37;76,54;8,83
01/10/2013 00:00;33,03;27,09;3,73;72,32;14,37
02/10/2013 00:00;31,1;26,48;2,98;77,81;32,34
03/10/2013 00:00;29,24;25,23;3,3;84,72;21,56
04/10/2013 00:00;30,56;25,24;3,85;81,06;0
05/10/2013 00:00;32,61;25,69;3,55;75,62;0
06/10/2013 00:00;32,65;26,42;3,29;71,41;6,56
07/10/2013 00:00;32,59;27,16;2,45;76,08;14,54
08/10/2013 00:00;32,75;26,97;2,74;80,89;10,55
09/10/2013 00:00;31,63;25,13;3,37;82,18;29,07
10/10/2013 00:00;32,24;24,57;2,92;79,38;14,54
11/10/2013 00:00;32,35;25,24;3,13;77,62;9,4
12/10/2013 00:00;31,31;25,77;3,93;76,84;13,81
13/10/2013 00:00;32,13;26,4;3,85;74,28;0
14/10/2013 00:00;34,2;27,3;3,39;75,75;0
15/10/2013 00:00;34,12;26,49;2,42;77,52;0
16/10/2013 00:00;33,24;26,2;2,31;75,23;0
17/10/2013 00:00;32,9;26,45;2,22;73,28;0
18/10/2013 00:00;32,55;26,21;2,63;71,89;0
19/10/2013 00:00;32,94;25,49;2,39;71,37;0
20/10/2013 00:00;29,29;25;2,07;76,35;10,56
21/10/2013 00:00;29,06;25,16;2,78;84,08;24,84
22/10/2013 00:00;26,4;24,85;2,75;91,09;66,24
23/10/2013 00:00;26,46;24,81;3,61;83,74;45,76
24/10/2013 00:00;27,04;24,63;3,47;90,78;45,32
25/10/2013 00:00;27,81;24,42;2,9;87,38;41,4
26/10/2013 00:00;28,83;25,28;3,05;87,92;86,23
27/10/2013 00:00;28,09;24,88;2,52;81,52;48,64
28/10/2013 00:00;31,93;25,04;2,06;76,68;0
29/10/2013 00:00;32,3;25,33;2,12;69,12;0
30/10/2013 00:00;32,06;24,63;1,63;73,89;0
31/10/2013 00:00;31,31;24,47;1,38;69,49;0
01/11/2013 00:00;30,88;24,64;1,97;74,98;0
02/11/2013 00:00;30,91;25,14;2,39;74,5;0
03/11/2013 00:00;31,41;24,86;2,51;75,25;0
04/11/2013 00:00;31,15;23,67;2,39;75,25;0
05/11/2013 00:00;31,27;22,36;2,49;74,14;0
06/11/2013 00:00;31,13;22,12;2,33;70,58;0
07/11/2013 00:00;31,04;22,73;2,01;69,46;0
08/11/2013 00:00;31,2;22,83;2,1;70,62;0
09/11/2013 00:00;31,04;22,59;2,08;71,86;0
10/11/2013 00:00;30,98;23,11;2,3;72,75;0
11/11/2013 00:00;30,94;22,07;2,3;65,62;0
12/11/2013 00:00;30,97;21,39;1,69;60,62;0
13/11/2013 00:00;31,05;20,67;2,05;59,95;0
14/11/2013 00:00;29,99;20,46;1,87;61,31;0
15/11/2013 00:00;29,59;20,61;2,72;64,24;0
16/11/2013 00:00;29,58;21,95;2,87;76,45;0
17/11/2013 00:00;30,65;22,65;2,78;74,14;0
18/11/2013 00:00;31,72;23;1,77;71,64;0
19/11/2013 00:00;31,74;23,02;1,91;62,64;2,17
20/11/2013 00:00;31,05;23,82;2,03;65,26;0
21/11/2013 00:00;29,13;23,05;2,08;67,4;6,85
22/11/2013 00:00;26,45;23,29;2,4;73,95;26,65
23/11/2013 00:00;29,16;24,29;2,76;74,5;0
24/11/2013 00:00;30,45;23,89;2,39;78,57;0
25/11/2013 00:00;31,65;23,67;1,57;74,59;8,63
26/11/2013 00:00;31,25;22,76;2,31;66,31;2,42
27/11/2013 00:00;30,17;21,08;2,25;59,54;2,42
28/11/2013 00:00;27,08;22,32;2,17;61,33;7,25
29/11/2013 00:00;29,81;24,42;1,95;72,83;0
30/11/2013 00:00;31,26;23,17;1,83;72,49;0
01/12/2013 00:00;31,11;23,97;1,45;76,49;0
02/12/2013 00:00;30,84;24,02;1,78;77,62;0
03/12/2013 00:00;30,07;23,48;1,98;72,9;0
04/12/2013 00:00;29,88;21,61;2,31;69,42;0
05/12/2013 00:00;29,64;19,98;2,56;64,86;0
06/12/2013 00:00;29,07;19,61;2,16;58,92;0
07/12/2013 00:00;28,67;19,36;2,39;63,2;0
08/12/2013 00:00;28,62;19,96;1,47;63,89;2,18
09/12/2013 00:00;29,36;19,77;1,94;55,97;7,46
10/12/2013 00:00;31,62;19,65;1,75;53,77;0
11/12/2013 00:00;31,38;21,48;2,19;55,57;0
12/12/2013 00:00;30,23;23,51;3,12;69,18;0
13/12/2013 00:00;29,98;21,16;1,91;62,22;0
14/12/2013 00:00;30,49;19,03;1,53;63,44;0
15/12/2013 00:00;30,26;17,54;1,95;55,01;0
16/12/2013 00:00;29,88;18,59;1,72;60,25;0
17/12/2013 00:00;29,6;18,15;1,57;58,87;0
18/12/2013 00:00;29,33;18,61;1,64;64,35;0
19/12/2013 00:00;29,81;18,83;1,47;60,85;0
20/12/2013 00:00;29,5;18,42;1,51;57,34;0
21/12/2013 00:00;28,83;19,23;2,25;64,58;0
22/12/2013 00:00;28,26;20,51;2,35;65,72;0
23/12/2013 00:00;29,01;20,03;1,96;68,87;0
24/12/2013 00:00;29,24;19,01;2,26;65,93;0
25/12/2013 00:00;29,55;18,98;1,64;64,68;0
26/12/2013 00:00;29,88;19,21;1,87;65,57;0
27/12/2013 00:00;29,42;19,74;1,74;65;0
28/12/2013 00:00;29,38;20,01;1,73;67,68;0
29/12/2013 00:00;28,94;19,22;2,27;67,92;0
30/12/2013 00:00;29,09;19,4;2,38;67,59;0
31/12/2013 00:00;28,92;19,7;2,37;70,35;0
01/01/2014 00:00;29,47;19,31;2,59;73,92;0
02/01/2014 00:00;29,99;18,55;2,15;67,62;0
03/01/2014 00:00;30,08;19,12;1,68;66,29;0
04/01/2014 00:00;28,96;19,96;2,03;67,01;0
05/01/2014 00:00;30,16;20,52;1,56;66,64;0
06/01/2014 00:00;29,86;20,03;2,18;68,23;0
07/01/2014 00:00;30,15;20,83;2,3;71,17;0
08/01/2014 00:00;29,94;20,67;2,7;64,6;0
09/01/2014 00:00;30,07;21,53;2,41;67,84;0
10/01/2014 00:00;29,48;21,45;2;69,59;0
11/01/2014 00:00;29,92;21,7;2,47;69,09;0
12/01/2014 00:00;29,79;20,61;2,01;63,27;0
13/01/2014 00:00;29,72;21,48;2,64;64,9;0
14/01/2014 00:00;29,64;21,39;2,44;64,68;0
15/01/2014 00:00;29,81;20,87;2,02;68,58;0
16/01/2014 00:00;29,74;21,03;2,3;68,51;0
17/01/2014 00:00;29,55;21,51;2,96;65,68;0
18/01/2014 00:00;29,67;22,48;2,8;70,08;0
19/01/2014 00:00;30,14;21,94;2,85;66,46;0
20/01/2014 00:00;29,91;21,72;2,68;70,41;0
21/01/2014 00:00;29,51;21,2;2,78;72,08;0
22/01/2014 00:00;29,94;21,2;2,82;63,88;0
23/01/2014 00:00;29,49;21,06;2,86;67,81;0
24/01/2014 00:00;30,01;20,97;2,32;68,49;0
25/01/2014 00:00;29,84;20,93;2,56;63,39;0
26/01/2014 00:00;30,24;21;2,77;66,03;0
27/01/2014 00:00;29,75;21;3,06;66,22;0
28/01/2014 00:00;29,66;21,26;2,21;65,34;0
29/01/2014 00:00;29,73;20,29;2,59;69,11;0
30/01/2014 00:00;29,86;20,49;2,6;66,39;0
31/01/2014 00:00;29,49;19,65;2,33;68,38;0
01/02/2014 00:00;29,63;20,4;2,16;71,89;0
02/02/2014 00:00;30,03;20,83;2,06;72,77;0
03/02/2014 00:00;30,63;20,12;1,95;62,71;0
04/02/2014 00:00;31,36;20,16;1,85;59,41;0
05/02/2014 00:00;31,41;20,85;1,78;52,03;0
06/02/2014 00:00;31,98;20,49;2,16;53,37;0
07/02/2014 00:00;32,41;20,5;1,95;55,05;0
08/02/2014 00:00;32,53;20,8;2,33;56,52;0
09/02/2014 00:00;32,9;20,71;2,43;56,06;0
10/02/2014 00:00;32,59;20,72;1,71;52,69;0
11/02/2014 00:00;32,11;21,01;2,1;55,93;0
12/02/2014 00:00;31,71;21,18;2,43;54,42;0
13/02/2014 00:00;30,5;21,75;3,04;57,32;0
14/02/2014 00:00;31,05;22,05;2,4;65,64;0
15/02/2014 00:00;30,13;21,82;2,26;65,54;0
16/02/2014 00:00;30,37;23;2,74;74,71;0
17/02/2014 00:00;31,3;22,65;2,67;55,32;0
18/02/2014 00:00;30,05;21,67;2,41;52,6;0
19/02/2014 00:00;30,38;20,94;2,47;66,3;0
20/02/2014 00:00;30,53;20,18;2,76;65,29;0
21/02/2014 00:00;30,27;21,34;2,15;66,11;0
22/02/2014 00:00;30,36;21,22;2,41;64,03;0
23/02/2014 00:00;30,56;22,98;2,86;67,86;0
24/02/2014 00:00;31,05;21,59;3,19;74,43;0
25/02/2014 00:00;31,03;21,82;3,05;66,67;0
26/02/2014 00:00;31,16;22,17;2,91;65,71;0
27/02/2014 00:00;31,1;22,15;3,12;64,8;0
28/02/2014 00:00;31,27;21,41;3,2;68,53;0
01/03/2014 00:00;31;23,1;2,81;76,47;0
02/03/2014 00:00;30,88;22,7;1,97;75,51;0
03/03/2014 00:00;30,83;24,29;3,47;72,61;0
04/03/2014 00:00;30,28;23,78;3,01;76;0
05/03/2014 00:00;30,31;22,96;2,59;70,29;0
06/03/2014 00:00;30,57;23,31;2,33;68,72;0
07/03/2014 00:00;30,77;23,88;2,82;67,49;0
08/03/2014 00:00;30,74;23,88;2,34;66,46;0
09/03/2014 00:00;30,72;23,08;2,7;65,77;0
10/03/2014 00:00;30,68;23,02;2,99;64,88;0
11/03/2014 00:00;31,97;23,09;2,75;59,65;0
12/03/2014 00:00;31,14;23,69;2,35;62,03;0
13/03/2014 00:00;32,97;23,62;2,04;60,01;0
14/03/2014 00:00;34,21;23,22;1,96;52,79;0
15/03/2014 00:00;35,05;23,36;1,67;54,04;0
16/03/2014 00:00;34,67;23,75;1,62;56,31;0
17/03/2014 00:00;35,37;23,84;1,36;57,88;0
18/03/2014 00:00;35,7;24,64;1,99;50,65;0
19/03/2014 00:00;35,63;24,37;1,92;51,87;0
20/03/2014 00:00;35,3;24,31;1,71;49,56;0
21/03/2014 00:00;35,1;25,13;1,97;45,84;0
22/03/2014 00:00;34,87;25,46;2,24;53,65;0
23/03/2014 00:00;34,44;25,46;2,01;48,1;0
24/03/2014 00:00;33,96;24,86;2,58;59,85;0
25/03/2014 00:00;34,22;25,05;2,14;60,93;0
26/03/2014 00:00;34,9;24,75;2,15;57,8;0
27/03/2014 00:00;35,45;25,18;2,26;53,55;0
28/03/2014 00:00;37,27;24,59;1,94;48,35;0
29/03/2014 00:00;37,42;25;1,91;37,59;0
30/03/2014 00:00;37,83;25,66;1,81;34,74;0
31/03/2014 00:00;37,68;26,05;2,17;34,35;0
01/04/2014 00:00;37,66;25,65;2,21;43,12;0
02/04/2014 00:00;35,2;24,94;2,27;42,4;0
03/04/2014 00:00;34,77;25,75;2,25;53,44;0
04/04/2014 00:00;36,43;25,43;2,11;47,58;0
05/04/2014 00:00;35,96;25,5;2,33;41,36;0
06/04/2014 00:00;35,3;26,07;2,34;47,35;0
07/04/2014 00:00;35,98;26,73;2,05;53,95;0
08/04/2014 00:00;36,52;26,59;2,7;55,42;0
09/04/2014 00:00;35,05;26,63;2,43;48,92;0
10/04/2014 00:00;36,05;26,73;2,04;42,89;0
11/04/2014 00:00;36,07;26,1;1,99;36,76;0
12/04/2014 00:00;35,66;27,09;2,37;47,68;0
13/04/2014 00:00;35,09;27,05;2,66;52,09;0
14/04/2014 00:00;34,76;26,1;2,15;62,51;0
15/04/2014 00:00;35,36;26,18;2,12;58,65;0
16/04/2014 00:00;35,84;25,62;1,87;52,93;2,62
17/04/2014 00:00;35,63;26,15;2,35;47,9;0
18/04/2014 00:00;35,24;26,11;2,69;54,75;0
19/04/2014 00:00;36,27;26,03;2,46;49,85;0
20/04/2014 00:00;37,19;25,88;2,7;55,47;0
21/04/2014 00:00;36,12;26,32;2,52;45,3;0
22/04/2014 00:00;36,05;26,2;2,67;43,66;0
23/04/2014 00:00;36,49;26,25;2,19;46,03;0
24/04/2014 00:00;36,41;26,81;2,34;47,43;0
25/04/2014 00:00;37,12;27,94;2,11;41,82;0
26/04/2014 00:00;36,7;28,21;2,32;45,63;0
27/04/2014 00:00;35,99;27,89;2,25;47,29;0
28/04/2014 00:00;37,4;27,64;2,18;45,62;0
29/04/2014 00:00;37,16;26,99;2,33;49,07;0
30/04/2014 00:00;36,53;28,12;2,56;48,51;0
01/05/2014 00:00;37,01;26,79;2,13;46,77;0
02/05/2014 00:00;35,74;27,31;3;42,55;0
03/05/2014 00:00;36,6;26,65;2,84;54,23;0
04/05/2014 00:00;35,47;26,75;2,29;42,84;0
05/05/2014 00:00;35,07;25,37;3,15;61,74;0
06/05/2014 00:00;34,87;27,63;3,03;67,9;0
07/05/2014 00:00;35,61;27,78;2,73;61,38;0
08/05/2014 00:00;36,39;27,55;2,98;61,58;0
09/05/2014 00:00;32,09;26,57;3,07;69,68;51,62
10/05/2014 00:00;33,38;24,57;3,12;52,91;18,79
11/05/2014 00:00;36,64;27,62;3,17;43,99;0
12/05/2014 00:00;38,36;28,17;3,34;41,49;0
13/05/2014 00:00;37,57;28,86;3,24;37,59;0
14/05/2014 00:00;39,66;28,35;3,31;44,02;0
15/05/2014 00:00;38,11;28,68;3,27;34,04;0
16/05/2014 00:00;38,86;29,1;3,1;32,48;0
17/05/2014 00:00;37;29,3;2,88;42,15;0
18/05/2014 00:00;36,97;28,19;2,51;42,52;0
19/05/2014 00:00;36,39;28;2,46;45,27;10,51
20/05/2014 00:00;37,38;27,32;2,51;54,86;0
21/05/2014 00:00;39,99;28,88;2,29;45,27;0
22/05/2014 00:00;41,83;30;4,23;41,83;0
23/05/2014 00:00;41,14;29,56;3,43;34,09;0
24/05/2014 00:00;38,16;28,53;3,23;34,89;5,33
25/05/2014 00:00;36,24;27,81;3,32;48,07;9,22
26/05/2014 00:00;35,55;27,71;3,09;57,74;0
27/05/2014 00:00;36,57;28,48;3,03;47,62;0
28/05/2014 00:00;36,75;28,27;2,84;48,29;0
29/05/2014 00:00;37,46;28,59;3,01;46,63;0
30/05/2014 00:00;37,75;29,38;3,73;46,47;0
31/05/2014 00:00;39,02;29,81;4,23;47,37;0
01/06/2014 00:00;36,95;29,24;3,59;44,19;0
02/06/2014 00:00;36,74;28,89;2,87;56,66;0
03/06/2014 00:00;36,73;26,62;2,62;63,84;14,02
04/06/2014 00:00;36,9;27,4;2,73;52,48;0
05/06/2014 00:00;37,32;28,56;2,76;47,94;0
